elev_inspect_badge,elev_inspect_date,nyc_BIN,location,elev_inspect_type
9027,2016-02-29,1002832,"40.7223560,-74.0107080",ROUTINE
9027,2016-02-29,1087172,"40.7223846,-74.0110137",ROUTINE
9027,2016-02-29,1002154,"40.7191883,-74.0063558",ROUTINE
2657,2016-02-29,1015967,"40.7510560,-73.9842740",SPECIAL
2657,2016-02-29,1015201,"40.7499390,-73.9881679","VIOLATION REINSPECTION"
9027,2016-02-29,1002831,"40.7228053,-74.0112599",ROUTINE
9027,2016-02-29,1087172,"40.7222642,-74.0110094",ROUTINE
9027,2016-02-29,1002831,"40.7227406,-74.0111976",ROUTINE
9027,2016-02-29,1087172,"40.7222642,-74.0110094",ROUTINE
9027,2016-02-29,1002832,"40.7223797,-74.0107239",ROUTINE
9027,2016-02-29,1002832,"40.7223797,-74.0107239",ROUTINE
9027,2016-02-29,1002832,"40.7223797,-74.0107239",ROUTINE
9027,2016-02-29,1002832,"40.7223797,-74.0107239",ROUTINE
9027,2016-02-29,1002831,"40.7227406,-74.0111976",ROUTINE
9027,2016-02-29,1002832,"40.7223797,-74.0107239",ROUTINE
9027,2016-02-29,1002832,"40.7223797,-74.0107239",ROUTINE
9027,2016-02-29,1002832,"40.7223797,-74.0107239",ROUTINE
9027,2016-02-29,1002832,"40.7223797,-74.0107239",ROUTINE
9027,2016-02-29,1002831,"40.7228053,-74.0112599",ROUTINE
9028,2016-02-29,1019614,"40.7364326,-73.9827402",ROUTINE
9028,2016-02-29,1019614,"40.7364326,-73.9827402",ROUTINE
9027,2016-02-29,2096400,"40.8802730,-73.8791699",ROUTINE
9027,2016-02-29,2096400,"40.8802730,-73.8791699",ROUTINE
9027,2016-02-29,2096400,"40.8802730,-73.8791699",ROUTINE
9027,2016-02-29,2096400,"40.8802730,-73.8791699",ROUTINE
9027,2016-02-29,2096400,"40.8802730,-73.8791699",ROUTINE
9027,2016-02-29,2096400,"40.8802730,-73.8791699",ROUTINE
2676,2016-02-29,2014745,"40.8612770,-73.9066190",COMPLAINT
2547,2016-02-29,3391591,"40.6691665,-73.8952734",SURVEY
2547,2016-02-29,3391591,"40.6691665,-73.8952734","VIOLATION REINSPECTION"
2274,2016-02-29,2010493,"40.8314283,-73.8915344",SURVEY
9028,2016-02-29,1020338,"40.7477040,-73.9750480",ROUTINE
9028,2016-02-29,1020338,"40.7477040,-73.9750480",ROUTINE
9028,2016-02-29,1020338,"40.7477040,-73.9750480",ROUTINE
9028,2016-02-29,1020338,"40.7477040,-73.9750480",ROUTINE
9028,2016-02-29,1020338,"40.7477040,-73.9750480",ROUTINE
9028,2016-02-29,1020338,"40.7477040,-73.9750480",ROUTINE
9028,2016-02-29,1020338,"40.7477040,-73.9750480",ROUTINE
9028,2016-02-29,1020338,"40.7477040,-73.9750480",ROUTINE
9028,2016-02-29,1020338,"40.7477040,-73.9750480",ROUTINE
9027,2016-02-29,1088611,"40.7225880,-74.0102270",ROUTINE
9027,2016-02-29,1088611,"40.7225880,-74.0102270",ROUTINE
9027,2016-02-29,1087869,"40.7223360,-74.0108155",ROUTINE
9027,2016-02-29,3062564,"40.7168000,-73.9648400",ROUTINE
9028,2016-02-29,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-29,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-29,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-29,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-29,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-29,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-29,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-29,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-29,1017595,"40.7506861,-73.9791516",ROUTINE
2542,2016-02-29,1058684,"40.8120000,-73.9470530",SPECIAL
9027,2016-02-29,4113027,"40.7664452,-73.8236444",ROUTINE
9027,2016-02-29,4113027,"40.7664452,-73.8236444",ROUTINE
9027,2016-02-29,4113027,"40.7664452,-73.8236444",ROUTINE
9028,2016-02-29,1019648,"40.7377438,-73.9831115",ROUTINE
2528,2016-02-29,4530770,"40.7378707,-73.8732301",SURVEY
9027,2016-02-29,3063194,"40.7097150,-73.9532020",ROUTINE
9027,2016-02-29,3063195,"40.7096570,-73.9530420",ROUTINE
9027,2016-02-29,3063193,"40.7097760,-73.9533520",ROUTINE
9028,2016-02-29,1020338,"40.7472775,-73.9748399",ROUTINE
9028,2016-02-29,1020338,"40.7472775,-73.9748399",ROUTINE
9028,2016-02-29,1020338,"40.7472775,-73.9748399",ROUTINE
9028,2016-02-29,1020338,"40.7472775,-73.9748399",ROUTINE
9028,2016-02-29,1020338,"40.7472775,-73.9748399",ROUTINE
9028,2016-02-29,1020338,"40.7472775,-73.9748399",ROUTINE
9028,2016-02-29,1020338,"40.7472775,-73.9748399",ROUTINE
9028,2016-02-29,1020338,"40.7472775,-73.9748399",ROUTINE
9028,2016-02-29,1020338,"40.7472775,-73.9748399",ROUTINE
2689,2016-02-29,1079811,"40.8237467,-73.9446206",SURVEY
9028,2016-02-29,1018268,"40.7433590,-73.9808624",ROUTINE
9028,2016-02-29,1019634,"40.7374591,-73.9833404",ROUTINE
9028,2016-02-29,4430191,"40.7725340,-73.9242940",ROUTINE
2559,2016-02-29,3029635,"40.6731220,-73.9667039",SPECIAL
9028,2016-02-29,1019637,"40.7373095,-73.9831352",ROUTINE
9028,2016-02-29,1088555,"40.7360401,-73.9823672",ROUTINE
2666,2016-02-29,2001152,"40.8189724,-73.9114265",COMPLAINT
9028,2016-02-29,1019614,"40.7364530,-73.9827280",ROUTINE
9028,2016-02-29,1019614,"40.7364530,-73.9827280",ROUTINE
2509,2016-02-29,1083026,"40.7504102,-73.9928259",SPECIAL
2527,2016-02-29,1088871,"40.7446072,-73.9874105",SPECIAL
2542,2016-02-29,1058684,"40.8120000,-73.9470530",SPECIAL
1514,2016-02-29,2002457,"40.8254821,-73.9189897",SPECIAL
9027,2016-02-29,1002832,"40.7223079,-74.0107952",ROUTINE
9027,2016-02-29,1002832,"40.7223079,-74.0107952",ROUTINE
9027,2016-02-29,1002832,"40.7223079,-74.0107952",ROUTINE
9027,2016-02-29,1002832,"40.7223079,-74.0107952",ROUTINE
9027,2016-02-29,3063215,"40.6722560,-73.9804179",ROUTINE
2636,2016-02-27,1022693,"40.7592574,-73.9817300",SPECIAL
2636,2016-02-27,1022693,"40.7595444,-73.9825332",SPECIAL
9028,2016-02-27,1020338,"40.7477040,-73.9750480",ROUTINE
9028,2016-02-27,1020338,"40.7477040,-73.9750480",ROUTINE
9028,2016-02-27,1087933,"40.7474320,-73.9754410",ROUTINE
9028,2016-02-27,1087933,"40.7474320,-73.9754410",ROUTINE
9028,2016-02-27,1087933,"40.7474320,-73.9754410",ROUTINE
2676,2016-02-27,2091245,"40.8316580,-73.9266190",COMPLAINT
9028,2016-02-27,1020333,"40.7476293,-73.9764325",ROUTINE
9028,2016-02-27,1020333,"40.7476293,-73.9764325",ROUTINE
9028,2016-02-27,3029717,"40.6677463,-73.9609015",ROUTINE
9028,2016-02-27,1019602,"40.7364668,-73.9844817",ROUTINE
9028,2016-02-27,3029717,"40.6677463,-73.9609015",ROUTINE
9028,2016-02-27,1019602,"40.7364668,-73.9844817",ROUTINE
9028,2016-02-27,3029726,"40.6663110,-73.9611790",ROUTINE
2676,2016-02-27,2003056,"40.8340490,-73.9254340",COMPLAINT
9028,2016-02-27,1019591,"40.7354125,-73.9831651",ROUTINE
9028,2016-02-27,1019591,"40.7354125,-73.9831651",ROUTINE
9028,2016-02-27,1019591,"40.7354125,-73.9831651",ROUTINE
9028,2016-02-27,3029720,"40.6673466,-73.9603314",ROUTINE
9028,2016-02-27,3029720,"40.6673466,-73.9603314",ROUTINE
9028,2016-02-27,3029719,"40.6673540,-73.9614560",ROUTINE
2676,2016-02-27,2091245,"40.8323430,-73.9270293",COMPLAINT
9028,2016-02-27,1020338,"40.7472775,-73.9748399",ROUTINE
9028,2016-02-27,1020338,"40.7472775,-73.9748399",ROUTINE
2636,2016-02-27,1022693,"40.7594099,-73.9822200",SPECIAL
9028,2016-02-27,3029716,"40.6676155,-73.9606773",ROUTINE
9027,2016-02-26,3413757,"40.7112880,-73.9515130",ROUTINE
2657,2016-02-26,1089955,"40.7177549,-74.0019340","VIOLATION REINSPECTION"
9028,2016-02-26,3032260,"40.6710890,-73.9515909",ROUTINE
9027,2016-02-26,1002816,"40.7215429,-74.0105834",ROUTINE
9027,2016-02-26,1001272,"40.7104705,-74.0068066",ROUTINE
9027,2016-02-26,1001272,"40.7104705,-74.0068066",ROUTINE
9027,2016-02-26,1002818,"40.7221117,-74.0104697",ROUTINE
9027,2016-02-26,1002818,"40.7221117,-74.0104697",ROUTINE
9027,2016-02-26,1002818,"40.7221117,-74.0104697",ROUTINE
9027,2016-02-26,1002818,"40.7221117,-74.0104697",ROUTINE
9027,2016-02-26,1002818,"40.7221117,-74.0104697",ROUTINE
9027,2016-02-26,3399938,"40.7117410,-73.9520560",ROUTINE
2509,2016-02-26,1087313,"40.7648747,-73.9569483",SPECIAL
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9028,2016-02-26,1018533,"40.7465155,-73.9784682",ROUTINE
9027,2016-02-26,1001260,"40.7109554,-74.0076635",ROUTINE
9027,2016-02-26,1001260,"40.7109554,-74.0076635",ROUTINE
2657,2016-02-26,1015685,"40.7444871,-73.9881979",SURVEY
9027,2016-02-26,1001650,"40.7157928,-74.0058710",ROUTINE
9027,2016-02-26,1001650,"40.7157928,-74.0058710",ROUTINE
9027,2016-02-26,1001650,"40.7157928,-74.0058710",ROUTINE
9027,2016-02-26,1001650,"40.7157928,-74.0058710",ROUTINE
9027,2016-02-26,1001650,"40.7157928,-74.0058710",ROUTINE
9019,2016-02-26,1081692,"40.6464262,-73.9454699",SURVEY
9019,2016-02-26,1081692,"40.6464262,-73.9454699",SURVEY
9027,2016-02-26,1002816,"40.7216410,-74.0103294",ROUTINE
9027,2016-02-26,3062358,"40.7184008,-73.9640293",ROUTINE
9027,2016-02-26,3062358,"40.7184008,-73.9640293",ROUTINE
9027,2016-02-26,3062358,"40.7184008,-73.9640293",ROUTINE
9027,2016-02-26,3062358,"40.7184008,-73.9640293",ROUTINE
9027,2016-02-26,3062358,"40.7184008,-73.9640293",ROUTINE
9027,2016-02-26,3062358,"40.7184008,-73.9640293",ROUTINE
9027,2016-02-26,3062358,"40.7184008,-73.9640293",ROUTINE
9028,2016-02-26,1018516,"40.7475460,-73.9806799",ROUTINE
9028,2016-02-26,1018516,"40.7475460,-73.9806799",ROUTINE
2358,2016-02-26,3028018,"40.6776164,-73.9573576",SPECIAL
9028,2016-02-26,3030845,"40.6749450,-73.9396780",ROUTINE
2527,2016-02-26,1015201,"40.7499390,-73.9881679",ACCIDENT
9027,2016-02-26,1002815,"40.7221570,-74.0112520",ROUTINE
9027,2016-02-26,1002815,"40.7221570,-74.0112520",ROUTINE
9027,2016-02-26,1002815,"40.7221570,-74.0112520",ROUTINE
9027,2016-02-26,1002815,"40.7221570,-74.0112520",ROUTINE
9027,2016-02-26,1087757,"40.7216460,-74.0101120",ROUTINE
9027,2016-02-26,1087757,"40.7216460,-74.0101120",ROUTINE
9027,2016-02-26,1001529,"40.7169130,-74.0096400",ROUTINE
9027,2016-02-26,1083366,"40.7195240,-74.0090100",ROUTINE
9027,2016-02-26,1083366,"40.7195240,-74.0090100",ROUTINE
9027,2016-02-26,1001522,"40.7167090,-74.0096830",ROUTINE
9027,2016-02-26,1001843,"40.7170470,-74.0035100",ROUTINE
9028,2016-02-26,4010706,"40.7660405,-73.9152212",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,3062358,"40.7184105,-73.9640175",ROUTINE
9027,2016-02-26,3062358,"40.7184105,-73.9640175",ROUTINE
9027,2016-02-26,3062358,"40.7184105,-73.9640175",ROUTINE
9027,2016-02-26,3062358,"40.7184105,-73.9640175",ROUTINE
9027,2016-02-26,3062358,"40.7184105,-73.9640175",ROUTINE
9027,2016-02-26,3062358,"40.7184105,-73.9640175",ROUTINE
9027,2016-02-26,3062358,"40.7184105,-73.9640175",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-26,1087167,"40.7124491,-74.0082925",ROUTINE
9028,2016-02-26,3337837,"40.6761332,-73.9594677",ROUTINE
9028,2016-02-26,3337837,"40.6761332,-73.9594677",ROUTINE
9028,2016-02-26,3337837,"40.6761332,-73.9594677",ROUTINE
9028,2016-02-26,3337837,"40.6761332,-73.9594677",ROUTINE
9028,2016-02-26,3395077,"40.6757219,-73.9583395",ROUTINE
9028,2016-02-26,3337837,"40.6761332,-73.9594677",ROUTINE
9027,2016-02-26,4112947,"40.7662080,-73.8267690",ROUTINE
9027,2016-02-26,4112947,"40.7662080,-73.8267690",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-26,2807922,"40.8815451,-73.8798179",ROUTINE
9027,2016-02-26,2807922,"40.8815451,-73.8798179",ROUTINE
9027,2016-02-26,2807922,"40.8815451,-73.8798179",ROUTINE
9027,2016-02-26,2807922,"40.8815451,-73.8798179",ROUTINE
9027,2016-02-26,2807922,"40.8815451,-73.8798179",ROUTINE
9027,2016-02-26,2807922,"40.8815451,-73.8798179",ROUTINE
9027,2016-02-26,2807922,"40.8815451,-73.8798179",ROUTINE
9027,2016-02-26,2807922,"40.8815451,-73.8798179",ROUTINE
9027,2016-02-26,2807922,"40.8815451,-73.8798179",ROUTINE
9027,2016-02-26,2807922,"40.8815451,-73.8798179",ROUTINE
9027,2016-02-26,1001841,"40.7171840,-74.0033410",ROUTINE
9027,2016-02-26,1001841,"40.7171840,-74.0033410",ROUTINE
9027,2016-02-26,1001841,"40.7171840,-74.0033410",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,1017595,"40.7506861,-73.9791516",ROUTINE
9028,2016-02-25,3031981,"40.6723737,-73.9470877",ROUTINE
9028,2016-02-25,3031981,"40.6723737,-73.9470877",ROUTINE
2460,2016-02-25,1067973,"40.7596202,-74.0032114",SPECIAL
2460,2016-02-25,1067973,"40.7596202,-74.0032114",SPECIAL
9027,2016-02-25,1001640,"40.7154880,-74.0066830",ROUTINE
9027,2016-02-25,1001640,"40.7154880,-74.0066830",ROUTINE
9027,2016-02-25,1001640,"40.7154880,-74.0066830",ROUTINE
9027,2016-02-25,1001636,"40.7148920,-74.0063333",ROUTINE
9027,2016-02-25,1001636,"40.7148920,-74.0063333",ROUTINE
2460,2016-02-25,1083423,"40.7163270,-73.9860209",COMPLAINT
9028,2016-02-25,3398408,"40.6723390,-73.9508970",ROUTINE
9027,2016-02-25,2017676,"40.8827060,-73.8842389",ROUTINE
2657,2016-02-25,1084666,"40.7398660,-73.9773760",SPECIAL
9028,2016-02-25,3031601,"40.6728880,-73.9452540",ROUTINE
9028,2016-02-25,1018105,"40.7408627,-73.9835112",ROUTINE
9028,2016-02-25,3031601,"40.6729347,-73.9452467",ROUTINE
2509,2016-02-25,1015862,"40.7484799,-73.9854246",SPECIAL
9027,2016-02-25,3062326,"40.7164023,-73.9587562",ROUTINE
9027,2016-02-25,3062326,"40.7164023,-73.9587562",ROUTINE
2274,2016-02-25,2013174,"40.8448311,-73.8814933",SURVEY
9027,2016-02-25,1001457,"40.7138420,-74.0077121",ROUTINE
2274,2016-02-25,2013174,"40.8450343,-73.8814733",SURVEY
2527,2016-02-25,1035053,"40.7629016,-73.9745562",SPECIAL
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9028,2016-02-25,3031299,"40.6731717,-73.9451597",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1001397,"40.7127305,-74.0085653",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
2676,2016-02-25,1082794,"40.7487959,-73.9991876",COMPLAINT
2461,2016-02-25,1006404,"40.7295352,-73.9866299",COMPLAINT
9027,2016-02-25,2017707,"40.8828362,-73.8820934",ROUTINE
2274,2016-02-25,2013279,"40.8412177,-73.8796287",SURVEY
9015,2016-02-25,1007583,"40.7232850,-73.9990076",SURVEY
2274,2016-02-25,2005939,"40.8171325,-73.8912149",SURVEY
9027,2016-02-25,2017762,"40.8796930,-73.8821040",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
9027,2016-02-25,1087167,"40.7125439,-74.0077211",ROUTINE
2667,2016-02-25,2006246,"40.8234610,-73.8878850",COMPLAINT
9027,2016-02-25,1001456,"40.7138294,-74.0078486",ROUTINE
9028,2016-02-25,1018137,"40.7412960,-73.9825190",ROUTINE
9028,2016-02-25,1018503,"40.7457313,-73.9788399",ROUTINE
9028,2016-02-25,1018503,"40.7457313,-73.9788399",ROUTINE
9028,2016-02-25,1018503,"40.7457313,-73.9788399",ROUTINE
9028,2016-02-25,1018503,"40.7457313,-73.9788399",ROUTINE
9028,2016-02-25,1018148,"40.7414530,-73.9821530",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,1087167,"40.7124491,-74.0082925",ROUTINE
9027,2016-02-25,2017694,"40.8820390,-73.8837500",ROUTINE
2559,2016-02-25,3116148,"40.6537740,-73.9609520",SPECIAL
9028,2016-02-25,3031299,"40.6732970,-73.9449379",ROUTINE
9028,2016-02-25,2003815,"40.8071502,-73.9136190",ROUTINE
9028,2016-02-25,2091298,"40.8086353,-73.9127225",ROUTINE
9028,2016-02-25,2091298,"40.8086353,-73.9127225",ROUTINE
9028,2016-02-25,2003818,"40.8069990,-73.9126080",ROUTINE
9028,2016-02-25,2003817,"40.8072234,-73.9125293",ROUTINE
9028,2016-02-25,2003816,"40.8073553,-73.9130829",ROUTINE
9028,2016-02-25,2091290,"40.8051081,-73.9137216",ROUTINE
9028,2016-02-25,2091300,"40.8074341,-73.9123270",ROUTINE
9028,2016-02-25,2003821,"40.8067990,-73.9128510",ROUTINE
9028,2016-02-25,2003821,"40.8067990,-73.9128510",ROUTINE
9028,2016-02-25,3031845,"40.6719789,-73.9540469",ROUTINE
9028,2016-02-25,3348526,"40.6718873,-73.9534463",ROUTINE
9028,2016-02-25,3348526,"40.6718873,-73.9534463",ROUTINE
2528,2016-02-24,4039027,"40.7419880,-73.8801410",SURVEY
2528,2016-02-24,4039012,"40.7424537,-73.8798456",SURVEY
9027,2016-02-24,1002121,"40.7200422,-74.0093371",ROUTINE
2528,2016-02-24,4039027,"40.7419880,-73.8801410",SURVEY
2528,2016-02-24,4039012,"40.7424537,-73.8798456",SURVEY
9027,2016-02-24,1001599,"40.7163908,-74.0082044",ROUTINE
9028,2016-02-24,1018140,"40.7411412,-73.9822236",ROUTINE
9027,2016-02-24,2116616,"40.8752670,-73.8877550",ROUTINE
9027,2016-02-24,2116616,"40.8752670,-73.8877550",ROUTINE
2666,2016-02-24,2008926,"40.8502299,-73.9198583",COMPLAINT
2666,2016-02-24,2114112,"40.8432800,-73.9182860",COMPLAINT
9027,2016-02-24,1001443,"40.7144981,-74.0088016",ROUTINE
9027,2016-02-24,1001443,"40.7144981,-74.0088016",ROUTINE
2509,2016-02-24,1000057,"40.7106510,-74.0155260",SPECIAL
9028,2016-02-24,3071281,"40.7059131,-73.9436339",ROUTINE
1739,2016-02-24,1015604,"40.7430430,-73.9897460",SPECIAL
1739,2016-02-24,1015409,"40.7392060,-73.9943739",SPECIAL
9028,2016-02-24,1018494,"40.7457288,-73.9801773",ROUTINE
9028,2016-02-24,1018494,"40.7457288,-73.9801773",ROUTINE
9027,2016-02-24,3391206,"40.7193240,-73.9630587",ROUTINE
9027,2016-02-24,3391206,"40.7193240,-73.9630587",ROUTINE
9027,2016-02-24,1002128,"40.7191348,-74.0069589",ROUTINE
9027,2016-02-24,1002128,"40.7191348,-74.0069589",ROUTINE
9027,2016-02-24,1001434,"40.7140447,-74.0090789",ROUTINE
9027,2016-02-24,2017615,"40.8720726,-73.8883392",ROUTINE
9028,2016-02-24,3030090,"40.6774731,-73.9469864",ROUTINE
9028,2016-02-24,3030090,"40.6774731,-73.9469864",ROUTINE
9028,2016-02-24,1018507,"40.7459130,-73.9792910",ROUTINE
9028,2016-02-24,1018507,"40.7459130,-73.9792910",ROUTINE
9028,2016-02-24,1018507,"40.7459130,-73.9792910",ROUTINE
9028,2016-02-24,1018507,"40.7459130,-73.9792910",ROUTINE
9028,2016-02-24,1018055,"40.7398072,-73.9840564",ROUTINE
9028,2016-02-24,1018055,"40.7398072,-73.9840564",ROUTINE
9027,2016-02-24,1001445,"40.7141320,-74.0090376",ROUTINE
9027,2016-02-24,3062248,"40.7155099,-73.9567074",ROUTINE
9028,2016-02-24,3419753,"40.6764710,-73.9553750",ROUTINE
9028,2016-02-24,1088836,"40.7397207,-73.9838467",ROUTINE
9028,2016-02-24,1088836,"40.7397207,-73.9838467",ROUTINE
1514,2016-02-24,2008111,"40.8412610,-73.9161000",SPECIAL
2528,2016-02-24,4431569,"40.7569656,-73.8568556",SURVEY
2528,2016-02-24,4431569,"40.7569765,-73.8567981",SURVEY
